,Emotion,Text
4465,neutral, Yes . 
4466,fear," in the morning,  in the evening. It's been a good day."
4467,sadness, I'm sorry . I forget all about it . 
4468,anger,"My parents thought that I didn't do my best to pass the final examination (secondary school). When I achieved a good grade they said nothing, but if I had had a bad grade they would have become very angry."
4469,fear,@mcstroup I think my fear of squirrels came from seeing National Lampoons Xmas Vacation as a child...a squirrel attacks a woman in it 
4470,anger,My younger brother and I had been fighting over the TV/Video. He kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky. We fought and I ended up in tears - he'd won.
4471,joy,` I was so pleased she lived until just after Sam was born . 
4472,anger,"Gina glared across the table at him , uncomfortably aware that he was the source of her unreasonable impatience , and resentful of the effect his presence was having on her . "
4473,sadness,"I last really felt sad when I left home for I was leaving all my long time, pre-kindergarten relationships behind."
4474,neutral, Why ? 
4475,sadness,"When a friend, after being free of drugs for half a year, started using them again. "
4476,joy,When I qualified for form I.
4477,anger," Yes , but I bet $ 200 dollars on the Cougars ! "
4478,sadness,"When my grandfather died, I saw my grandmother crying against my aunt's shoulder (I had never seen my grandmother cry before)."
4479,fear,is a creative block to our body's natural flow of #instincts and #intuition that are often not cultivated in the Western mind.
4480,fear,"Once, late at night, I was biking home and overtook a man. He said to me \Hello darling\"" I was terrified and imagined the wildest scenes."""
4481,joy, I've never given a speech in front of a thousand people before . 
4482,sadness, I'm sorry . I didn't reconfirm in time and they gave away half of the seats . 
4483,joy, Something like listening to music is a good idea . 
4484,neutral," Oh , no . "
4485,neutral," There is evidence ! You know Edwin Hubble ? He ’ s the guy who in the early twentieth century was the first scientist to measure the drift of matter in the universe , thus advancing notions of an expanding universe . What would it be expanding from ? Well , the Big Bang ... DUH ! "
4486,neutral," You have your library card , right ? "
4487,neutral,"Bye , mom ! "
4488,joy," All in all , it will never lose its appeal . "
4489,anger,"I heard friends grumbling at me in an adjoining room, although they had behaved in a friendly way when I was present."
4490,anger,"One day, when I was a child, my grandmother shut me up in a room."
4491,anger,"I am a school teacher.  One of the classes does not obey me at all, keeps on talking, does no work.  One afternoon, everything went wrong, and I got exceedingly angry."
4492,joy,When I passed my form three exams.
4493,neutral," Oh , I see . "
4494,sadness, I am upset
4495,fear,Its funny how we take a day a year to dress up in costumes and celebrate 
4496,sadness,When I lost my grandmother.  She had been my guardian after the death of my father.
4497,sadness," I'm very sorry , sir . I'll ask the manager to take care of this . "
4498,joy,Patrick was not ready yet to share Stevie 's excitement . 
4499,sadness,"We are several friends but our characters are very different and we inevitably split in the two extremes. It is sad that I myself don't know what to do, I try not to hurt either of the \parties\"" because there are conflicts to which one I should belong."""
4500,neutral, Here it is . 
4501,sadness,At a prolonged separation with my family.
4502,neutral, It depends . 
4503,neutral, I ... I ... 
4504,neutral, About what ? 
4505,neutral, & you ? 
4506,joy,"On a boat trip to Denmark, 14 of us had a lot of fun and we spent SEK 10 each on one armed bandits and against all odds we won the jackpot of SEK 1000."
4507,anger,Fruit and vegetable growers in the area are furious about the decision . 
4508,joy, Thanks a lot . 
4509,sadness,When my first boyfriend left me. I tried not to let him understand I felt miserable.
4510,fear,"He is so anxious about being accepted that he is trying to be extra good and even perfect . "" "
4511,neutral, Thanks . 
4512,neutral, I'll try ; it's hard ! 
4513,joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me."
4514,sadness,A disconsolate group of climbers sitting round a kitchen table all lean forward and peer out at the iron-grey clouds rumbling past . 
4515,joy, It's nice to hear that anyway . 
4516,neutral, So ? 
4517,neutral, What for ? 
4518,joy,When I passed the B.A exams with first class results.
4519,neutral, Pardon ? 
4520,neutral, For what ? 
4521,joy," Thanks , I will , byebye ! "
4522,anger,In the 1940s wives were still bitterly resentful of the fact that their husbands did not seem to realise that they needed leisure . 
4523,joy,"On my 18th birthday I passed the driving-test. I was glad because I had had to study very much, because I had been lucky and because - as a proof that it was really difficult - not everybody had passed the test."
4524,neutral, Exactly . 
4525,neutral, Maybe . 
4526,anger,About the car (sadness) I felt anger the way I acted after negotiating it.
4527,joy," Sure , I'll give you a call . "
4528,neutral, Why ? 
4529,fear,I had worries about a certain illness.
4530,sadness,"It is her whole situation -- she is so mournful and silently accusing and sometimes , Robert , I think her as mad as Landor with all this nonsense she makes of the Bible from time to time . "
4531,joy,I felt very happy when I heard I had passed the examination to move up to the second year course.
4532,fear,Waiting for the start of from @OfficialPWG. The return of #SuperDragon will be a great night!
4533,neutral, No problem . 
4534,joy,"When my uncle gave me my first year's results.  I opened the envelope and my eyes ran into two \B+\"" - in EC110 and M160, this meant that I had qualified for a major in economics."""
4535,joy,I remembered that Tansy had said something about a pendant and Topaz being quite excited about it . 
4536,anger,"` Why ? "" sighed Petrova , a little peeved that her deductions were now proving wide of the mark . "
4537,neutral, Thank you . 
4538,neutral," Yes , Jane was quite upset about it . The manager came to apologize and we did get free dessert , but still ... "
4539,anger,I was drawn up a statement for an infringement of the traffic ordinance. In fact I was innocent.
4540,anger,Parkin sighed with exasperation . 
4541,neutral, Which room are you in ? 
4542,neutral, This one ? 
4543,neutral, Good . 
4544,sadness,I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she'd visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital.
4545,joy,When I won a position on the track-team for the trans-tasman games when I was eleven.
4546,joy,When a person that I like very much got near to me.
4547,fear,Quite a few of my classmates had done their speeches and I was getting really nervous as the day for my turn drew closer and closer . 
4548,neutral, You do ? 
4549,joy,Guy Sterne was having great difficulty in controlling his amusement . 
4550,joy,This week I was phoned by an old friend with whom I lost contact a few years ago.
4551,neutral, I don ’ t think it makes sense . Three minutes is such a short time . 
4552,fear,When two of my children were critically ill with measles.
4553,anger, Quiet everybody ! 
4554,fear,He was concerned that to include the large Asian countries in such a scheme would introduce problems that the small nations could find difficult to resolve . 
4555,sadness,When my aunt passed away in early 1982.
4556,neutral," You're right , Sarah . I was a fool . I can't believe it . How could I fall for such a trick ? "
4557,sadness," I've lost my Traveller's Cheques , all of them . "
4558,fear,"@avilalipsett1 this will be my first Christmas on twitter, looking forward to 2/3 weeks of solid being tweeted&#xA;#BloodSport"
4559,sadness,"When I learnt that I had to repeat the first year, I found the solution immediately but was blocked by many difficulties."
4560,joy, Good . I'm starving . 
4561,fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree.  I got frigthened, turned around and ran out of the forest."
4562,fear,Being alone at night.
4563,sadness,My son lives in the country. I feel sadness when I see mothers having walks with their children.
4564,neutral, Um . 
4565,neutral, But I don't think it's so nice . 
4566,fear,My grandfather had lung-cancer and was being nursed at home.  I felt fear when I was alone with him and he almost choked on mucus secretions.
4567,sadness,"In the pictures of Belsen , the sheer anguish on the faces of the Tommies contrasts starkly with the indifference of the SS recorded in their cheery souvenir albums . "
4568,neutral, I wish the store close to us was open 24 - house a day . 
4569,sadness, I ’ m not in the mood . 
4570,joy,"The weekend after I argued with my parents I went home again and they couldn't have been nicer. As soon as I walked in, Mum kissed me, then Dad, and thanked me for the birthday presents I'd left for him, including a very sentimental birthday card."
4571,anger,"I was even more infuriated to read that their short separation was a ` tragedy "" . "
4572,sadness,About two years ago my girlfriend suggested that we separate.  This really gave me a shock as I had never thought that she would say such things.  The reason she gave me was that we were not suited for each other.
4573,sadness, I doubt if I can pass it . 
4574,fear,"After having watched a crime show on the TV, I was about to take the dog for a walk. Then, suddenly, there was a man on the porch... (We live some distance away from other people)."
4575,fear,The fear of the  is the beginning of wisdom...doing His will connotes His 
4576,sadness,"When my car froze, and I could not start it."
4577,joy,"When the bank let me borrow some money this winter, after my grant was spent."
4578,fear,When I was a child I hid under the sheets out of fear of darkness.
4579,fear,"Climbing a mountain where the rocks were very loose. When we realized the danger, we were very high up, but still had a long climb ahead."
4580,anger,A classmate damaged ma iron and tried to hide the damage.
4581,fear,"One evening I saw the old guard-man I knew, change into something inhuman for about 5-10 seconds, this really frightened me."
4582,neutral, Yes . 
4583,anger,"To Erika 's intense annoyance , Fritz promptly accepted the invitation -- obeyed the command , rather -- and as Rosa moved on to the floor with another boy , she was left feeling abandoned -- and foolish . "
4584,anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.
4585,fear," I didn't do anything . Finally , he left.But then I saw him again today . Outside the shoe store . Near the cafe . I went into a CD store and pretended I was looking at CD's . But then he came in too . "
4586,fear,I have done the teachers training course (B.Ed).  During our training I was asked to handle the ninth standard class in a boys school.  I was scared to face the class the first day.
4587,neutral, Not really . 
4588,fear,Meera was a little nervous about having her hair coloured so Chris used the non-permanent Colour Touch . 
4589,fear,Before a hospital visit prior to a D&C under anasthesia for an expected miscarriage.
4590,anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons."
4591,anger,I wrote an Exam and happened to have not done as well as I thought I would. I was angry to myself for not having done so well.
4592,neutral, Again ! 
4593,anger,When my rights to use a shared house had been usurped by co-owners out of pure selfishness.
4594,neutral, Yes . 
4595,sadness,"Heartbroken Tim Godwin weeps as he tells how he had to tell his 23-month-old daughter Sophie : ` Mummy isn't coming back "" . "
4596,neutral, Thanks ! 
4597,joy,"Receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not."
4598,sadness,"Her voice shook , her face was white with anguish . "
4599,joy,Lexie 's parents are pleased that their efforts may prevent other children dying from the side effects of steroid treatment . 
4600,fear,I was very scared at the time of the Ty.B.Sc examination as I had decided to get 1st class results.  I was afraid thinking of how the papers would be.
4601,anger,I was angry when my abilities of a singer were underestimated.
4602,fear,"Genghis Khan, Adolf Hitler, Benito Mussolini, Napoleon Bonaparte and LaToya Jackson all share a common of cats."
4603,sadness,"` Forgive me , Miss Kyte , "" said the other lady softly , ` but you look quite downcast . "" "
4604,neutral, See you . 
4605,fear,I am so worried about this English contest . I have butterflies in my stomach now ! 
4606,fear,I was a bit frightened when it was found that there was something wrong with my liver. However it turned out that it was not serious and I need not worry.
4607,anger,Hey . Why did you take that money ? You are such a cheater ! I should send you to jail ! 
4608,anger,Some noisy guests arrived at the hotel.  I had been slightly irritated earlier.  At night when I was trying to sleep they were having a party so I went and yelled at them.  I wanted to sleep as I had to get up early the next day.
4609,sadness,"Despite moments of despondency , de Gaulle himself certainly did not give up hope . "
4610,neutral," No , why ? "
4611,fear, I pressed the emergency button ! And then I stayed in the elevator waiting for the rescue . 
4612,anger,The time when someone let the air out of the tyres of my cycle.
4613,neutral, I am sorry . 
4614,joy,The King was bluntly informing him that he was ill pleased at the lack of progress Corbett was making . 
4615,sadness,"My father suddenly fell ill. He stayed for 3 months in the hospital: the last month on intensive care of the Academic Hospital, then he died."
4616,sadness, I ’ m fine . But I have bad news . 
4617,joy," Thank you so much , Lisa ! "
4618,neutral, What ? 
4619,joy,"To her delight he even took to discussing his work with her , and Leonora listened , rapt , utterly fascinated by glimpses of the other , professional Penry Vaughan she secretly found so impressive . "
4620,fear,"One day, when I realized that I was alone, I felt fear of loneliness."
4621,sadness,"During an informal talk with a friend when we talk about the life of another person, a common friend, that is in a situation of not being able to assume certain problems that he decided to solve, that is, she herself suggested the problems and decided to solve them but didn't get it until the moment."
4622,neutral, You are right . Our company ’ s Christmas party has always been an amazing occasion for everybody to relax and get to know each other better . It is also a time to make new friends and do some networking . 
4623,anger,When I was accused of having refused to do some hostel work while I was at school.  Actually I had not been allocated any work.
4624,fear,just texted a higher-ranking officer than I and asked if it would be okay for me to replace him...   
4625,anger,THE Banishing Gripes campaign highlighted the public 's annoyance with British Gas for the inconvenience caused by digging up roads . 
4626,anger,"When my girlfriend left me to go out with another guy, even though she knew that she was wrong."
4627,neutral,Hello 
4628,neutral, I do . 
4629,sadness,"His heartbroken mum , Colette , said : ` Paul is so upset . "
4630,sadness, It sounds too bad . What will you do ? 
4631,sadness,"Jessica felt more than flustered , she felt devastated . "
4632,neutral, She ’ s 18 . 
4633,sadness,"Last academic year I received bad news - my grand-uncle had passed away.  I felt lonely and bad because apart from the         biological ties, he was a good old friend of mine at home."
4634,anger, You can't prick the fish to please the sick tastes of some bloody people . 
4635,sadness,When I heard that my father had passed away.
4636,joy,"During the exam period I studied in the library alone.  A close   friend of mine, who is also a classmate, told me that my application for a Japanese inter-cultural exchange programme had been accepted.  I was not very sure as I did not know that the list had been declared.  I ran to the board and saw that I was really included in the list.  I was so excited that I smiled all day long.  When I met my classmates and friends I told them the good news.  I was so happy that I could not concentrate on my studies. "
4637,fear," I don ’ t feel sick , ... let me check ... Nope ! No fever , I ’ m fine . "
4638,neutral, Walk ? 
4639,fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that."
4640,sadness,"There must be another reason why you are so sad , "" he said , looking kindly at me . "
4641,fear,Fearing the use of power or reprimands when I belong to the minority.
4642,joy,When I was at the end-of-term party last week and had fun - was happy and sang and drank only soft drinks.  It is possible to have a good time without alcohol.
4643,anger,When colliding with my car. I myself was to blame.
4644,neutral, Fine . 
4645,sadness,"My friend got married and went abroad, this made me feel sad and lonely."
4646,neutral, So what ? 
4647,neutral, For What ? 
4648,anger,Mitchum was furious when he heard that . 
4649,anger, Forget it ! It was a bitter pill for me to swallow . 
4650,sadness,Thinking about friends overseas.
4651,neutral, I hope so . 
4652,joy,"` Right now I 'm feeling very excited . "" "
4653,sadness, I am very upset
4654,anger,When my chief accused me of an error that I hadn't made.
4655,neutral, Room 103 . 
4656,fear,The passengers looked horrified . 
4657,neutral, OK . 
4658,fear,When I thought that I had failed the examination.
4659,neutral, It's C261 . 
4660,joy,"Instead , I made my way back along the sand , watching some evidently exhilarated surfers . "
4661,joy,I had gone camping with my old classmates and there was a storm.  We were in a flurry but at that time I felt the love and concern of my friends.
4662,anger,Overhear people talking about me and saying that I am stupid.
4663,joy,I most joyous moment was the day I got my marks.  I was very happy when I came to know about my marks at the M.Sc (part I) examination where I got 71.5%.  This was the highest marks I have ever scored in my life.
4664,neutral, Possibly . 
4665,neutral, OK . 
4666,joy,"Afterwards , Mr Booth showed his delight by distributing chocolate bars to auction room patrons . "
4667,joy,I was working late on one of these bad nights when an excited Dr Laurent rushed into my office . 
4668,sadness, But I always feel disappointed . I have many problems with English learning . 
4669,fear,@RyanSchellShock They'll? Jeez I thought I was only being sent one I'm either the luckiest or unluckiest guy ever 
4670,sadness,I felt sadness when my grandfather died.
4671,fear,"Equally inevitably , there was outrage and dismay in India . "
4672,neutral," Ok , spit . "
4673,neutral, Yes . 
4674,neutral," No , what ? "
4675,fear," Oh no ! A bear ! Run , Tiger , run ! Somebody call animal control ! "
4676,sadness,"I'm leaving now , mum . "
4677,joy,When my wife gave birth to a baby boy - my only son to date.
4678,joy, We're happy together now . We both think that we're a well-matched couple . 
4679,anger,When I was in F4 I played a basket-ball match against another school's team.  One of their team members kicked a team-mate of mine so I kicked him back and we had a fight with each other.
4680,sadness," I'm sorry , but we don't allow returns on sale items . "
4681,joy,"After I had made my debut at Ullevi against IFK, Gottenburg and got a good write up in the paper."
4682,fear,Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off.
4683,neutral,It seems that you get antsy when you hear I praise another guy . 
4684,neutral, Not only that ! 
4685,anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once."
4686,joy,"I had been working for more than an hour and my wrists ached from the continuous chopping , but I was filled with an immense exhilaration . "
4687,anger, I want justice . 
4688,anger,"` Then you can do so today -- at the barbecue , "" Lucy hissed , suddenly infuriated with them both , although more so with Silas than with Doreen . "
4689,anger,I can't remember being truly angry. Usually it's just disappointment that I feel. One situation would be with my brother. He and I used to be close but now he seems to be avoiding me.
4690,fear,Saw a snake unexpectedly.
4691,sadness, I can't . I am really behind of my work . 
4692,anger,Towards wife's laziness in not performing her usual duties because of television watching.
4693,neutral, A physics class about the creation of the universe ? That ’ s some pretty unscientific language there . Sounds more religious to me . 
4694,neutral, Yes . 
4695,fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me."
4696,neutral, Nine ... but I'll be ten on May 1st.When is your birthday ? 
4697,fear,he wants be bacc ! butt . . . ion kno mann !
4698,joy,"And though , as Lachlan had planned , they had expected the attack in the morning , they were quite happy when their lookouts reported the Macleans ' approach in the early evening . "
4699,anger," He ’ s my grandfather , and he never really liked you anyway ! "
4700,neutral," Don't worry , you'll find a way . "
4701,joy,Last year I went to see friends in Yugoslavia - two girls with whom I get along very well.
4702,sadness, I apologize for their tardiness . 
4703,joy,And the overjoyed youngster was swept off her feet by her favourite royal . 
4704,joy, Yes . I am very glad to have the chance . 
4705,fear,"I don't know what to do , if I can't find the money . "
4706,fear,end of life symptoms/not eating sleeping alot/is Ma's life ending?       
4707,sadness,"The holidays come to an end, and the next day we had to go back to University and to the exams."
4708,neutral," No , I listen to background music . "
4709,neutral, I see . OK . 
4710,neutral," Yes , I do . "
4711,fear,"She Women share on of technology. Fear of not being able to find/trust sone to help. Impact: limit potential, missed opportunities."
4712,sadness,Caused a family disturbance.
4713,fear,"His glance slid over to them , taking in the horrified Katarina surrounded by malicious-looking women . "
4714,anger,"He sifted , somewhat peeved , through the remaining unopened mail . "
4715,joy," ok , I ’ ll do that . Thank you , Iris . "
4716,joy, I will ! I could use some good luck ! 
4717,fear,Imagine my horror at seeing her step out followed by a man ! 
4718,neutral," It ’ s a prediction of your month , based on your zodiac sign . You have a different sign for the month and date you were born in . I was born on April 15th , so I ’ m an Aries . When were you born ? "
4719,anger,"When at very short notice I agreed to work in place of a friend who was sick, and owner of the restaurant refused to allow me a drink later in the evening (which is usually always available for workers), did not thank me, and was generally indifferent towards me - I felt I did not deserve this."
4720,fear,Children that don't talk are scary when sick. What's this rash now? And was that what the nightlong crying was about?  #help
4721,fear,I was moving in the graveyard at 6.00 pm one day and was griped by fear because I was told that ghosts detain people moving there at night.
4722,sadness,Darby was momentarily crestfallen before saying : ` I still think it 's an office you need to find . 
4723,joy, That's perfect . I will definitely do well . 
4724,fear," Yes . My bike has one under the seat . Get it , quick ! "
4725,sadness,When boyfriend could not stand up to his mother or for himself.
4726,anger,When I quarrel with my husband . He didn't even try to cool me out . 
4727,anger," Oh , what a terrible situation ! This traffic is unbearable . "
4728,fear,"One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time."
4729,sadness,"I was in a hopeless situation in a dirty place. No study, no work, only loneliness."
4730,sadness, I can't work out this problem . 
4731,neutral, You think ? 
4732,fear,"I broke my knee when I was skiing over \Yastrebetz\"" (a racing track in a Bulgarian winter resort)."""
4733,joy," Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? "
4734,joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.
4735,sadness,Dolores felt glum at the sight 
4736,sadness," it was also a proud day for me , but I also felt like a kind of loss that day . "
4737,neutral,"Look at this headline , Soo Mi . "
4738,anger,I work at a petrol station. When there is a foreigner who wants petrol my collegues treat him very impolite.
4739,sadness,"I might have felt a little downcast at that point , only the evening had made me feel more encouraged about my prospects with her than I 'd felt for some time . "
4740,neutral, Let the universe find us instead of forcing love . We prefer natural love . The most important thing is to be happy . Love will find us later . That is what we say . 
4741,sadness, Oh yes ! Sorry ! Then we drive to the M11 motorway . 
4742,sadness,When I failed the entrance exam to IMEC.
4743,joy,When I was selected to this university despite my having studyied in difficulty throughout my secondary school days.
4744,neutral," That's right , I have to work hard . "
4745,joy,"Mike , come and look at this painting of shrimp ! It is so simple yet so vivid ! "
4746,sadness,Producers must believe in their ability and not succumb to despondency . 
4747,fear,What is profound might become absolutely meaningless
4748,anger,When someone stole my bike.
4749,sadness," Oh , that's too bad . Should I call a doctor ? "
4750,sadness,My day wasn't that good...
4751,fear," I don't know . I saw him the first time Tuesday . He was at the cafe . I noticed he was looking at me a lot . Not just the usual looking , but staring. He just kept staring at me . He didn't stop . "
4752,anger, Exactly.That ' s the worst part . 
4753,fear,"For Williamson , only soldiers who had fought in the war , and who understood the horrors of modern conflict , could save Europe from further disaster . "
4754,fear,"suffering from a of failure? what is the worst case scenario? If it is not that bad, why are you still afraid?Hmmm, I think I am going"
4755,joy, Where is our camera ? Let's see if we can catch this on film ! 
4756,anger,When close relatives tried to dissuade me from studying Psychology because of its low status.
4757,neutral, Bye . 
4758,fear,Walking alone in the dark in a strange street.
4759,fear,remember this we took your land thanks so much day that we're winning the war on terror by an AMAZING margin but keep your up people
4760,fear,"Serious sinking in, I apologize to anyone I offended/annoyed/embarrassed myself in front of last night #hatemyself #neverdrinkingagain"
4761,sadness," Well , it ’ s hard to say . I coughed a lot in the evening . "
4762,neutral, I usually go in my free time on the weekends . How about you ? 
4763,anger,"He looked away , a bitter anger in his eyes . "
4764,neutral,Excuse me . 
4765,sadness,"One day, I was home and there was a phone call informing me that some of my relatives had died in an accident."
4766,anger,"He was court martialled but to the anger of the unpopular Governor , was acquitted . "
4767,neutral, I would like to return this book . 
4768,anger,At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that.
4769,sadness, I knew this would happen some day ... 
4770,fear,Going home alone through the forest after a girl guide (scout ?) meeting.
4771,neutral, This is it ? 
4772,fear,Never Shadows. They Simply Mean There Is A Light Shining Somewhere Nearby...  #Life #Quote
4773,joy,"Realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims."
4774,joy, Do you know that I fell in love with you at the first sight . 
4775,sadness, NYU was my first choice . 
4776,joy, Not much . I've got enough city life in Beijing . 
4777,fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do."
4778,fear,"When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties."
4779,sadness,I was very sad when I heard that my brother had failed the standard 8 exams for the third time.
4780,sadness,"It's your turn , sir . I'm sorry that you've had to wait . "
4781,joy," Oh , that's OK . Let's just meet at the theater before the show , around 7:30 . "
4782,fear,Finding out that I am not an as able student as I thought.
4783,anger,"I have grown up to be distrustful of men , doubtful of my own goodness , extremely resentful and explosively angry . "
4784,joy,Winning a close volleyball game. (I'm on the intercollegiate team at CAL)
4785,joy,On meeting an old friend of mine.
4786,joy, I surely know that . Don't forget that I am a regular customer here . 
4787,sadness,My grandmother died.
4788,sadness,When I learned that two of my friends had had a serious car accident.
4789,sadness, I think I'm too clumsy . I can do nothing well . 
4790,fear,When I nearly drowned in icy water wearing ice skates.  It was difficult to get out.
4791,sadness,They are sad for Johnny Bryan because he can never truly be a member of this particular family . 
4792,fear,and #faith have equivalent power. The first moves you backward and the second moves you forward. #Choose
4793,fear,Then she felt horror and pity at seeing Marcus so confused and so evidently useless . 
4794,anger,"I don't care if you 're offended , that 's the truth . "" "
4795,joy,"When I passed the B.A exams with 1st class.  I was the first in the family to have got a 1st class, so all the family members were very happy and they gave me the opportunity to study further."
4796,sadness,When my last relation broke up.
4797,neutral, Yes ? 
4798,fear,"My babe is MIA ; think my crying earlier, caused stress ... hope he didn't go out and do something dumb "
4799,fear, I think you have chicken pox ! You are contagious ! Get away ! Don ’ t breathe on me ! 
4800,neutral, Maybe . 
4801,anger," Oh , this one is perfect . "
4802,neutral, Okay . 
4803,sadness,She was heartbroken to hear the voice of Camilla . 
4804,sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays.
4805,sadness,I had been caught red-handed having stolen some paw-paw. I was then taken the elders owning the paw-paws.
4806,fear,"Fear overwhelmed me when right against the car I was in I saw another one, as if out of control of the driver."
4807,joy,When I got a good grade for an exam in statistics.
4808,anger,"Out on a weekend with a group of people, everybody felt irritated because at night the music didn't stop in time. And at breakfast my boyfriend ran away because we didn't agree with him. I felt angry."
4809,joy,I found myself a place after looking for one for a long time.
4810,fear,"During the first year in university I had bad results in both the terms, especially the first term.  I was afraid that  I would not be promoted to the next year and that the others would go ahead of me."
4811,fear,I was not prepared for the exam but I wanted to sleep the night before the exam.
4812,joy,"When I was complimented and called \delightful\""."""
4813,anger,"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend."
4814,joy,When my girlfriend became pregnant.
4815,sadness,Lives Janet Barron praises the good grief of Ted Walker 
4816,sadness,"The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams.  As compared with the earlier exams, the questions, I think, were unjust."
4817,anger,A vexed expression crossed Louise 's pretty face . 
4818,sadness," Sorry , sir . We have only double tables left . "
4819,joy,One day I did not feel very well and I wanted to talk to somebody. A friend invited me for dinner and I was very glad.
4820,joy, Never mind . I'll be waiting for you . 
4821,anger,Can't remember exact example.
4822,joy,"In our elation there was some suspicion that our experience had been secret , adventurous , and unique . "
4823,sadness,Did badly in an exam.
4824,neutral, Next June . 
4825,neutral," I'm no better than them . They say it's mindless to sit in front of a machine all the time , but I think it's stimulating . "
4826,sadness,I got more and more depressed . 
4827,anger,When I heard that my step-mother had treated my mother in a wrong manner.
4828,fear,Torres' Entrance strikes fear into the supporters behind the Chelsea net. of being hit.
4829,joy," Yes , I'd love to.Here is a good one , Mozart and Beethoven.It ' s on the Festival Hall . "
4830,joy,A good report card (a scholarship) in primary school.
4831,joy,When my father was saved from a severe work accident.
4832,fear,"When cleaning up a pile of junk under our house, a huge spider (a \Jungle Spider\"") ran out near me. (I do not like even small spiders)."""
4833,joy,I did it! I conquered nerves and . THANK YOU SO MUCH @solzahran for learning the song #AsISang. lol appreciate it :)
4834,joy," They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap . "
4835,joy,I received a grade above average on a midterm (chemistry) and I expected on every below average.
4836,anger," What ? She was cheating on me with that ugly guy . Oh , no , I feel like such a loser . "
4837,neutral, Thank you . 
4838,neutral, I did that . 
4839,anger,I went out dancing and found my boyfriend kissing another girl.
4840,neutral, Yes . 
4841,fear,"I was to meet one of my friends (girl) at the library at 8:00 already dark. She would be walking alone. She was 45 minutes late but I kept waiting, calling her room and other places she could have been."
4842,neutral, 16 . Yours ? 
4843,neutral, Then ... 
4844,joy,"When I met my boyfriend and we discovered that we shared the same ideals and goals in life, and that we could share all our feelings and thoughts and felt that the world's not so bad when you have someone really close to share your life with."
4845,sadness,"Two years ago my best friend died in an accident, just a day before my birthday.  We were very close to each other and I felt very sad at loosing a close friend."
4846,neutral," Sorry , here . "
4847,neutral, Don't worry about it . I keep forgetting everyone's birthdays as well . 
4848,sadness,When an earlier friend was spreading negative rumours about me.
4849,sadness,"When a person whom I loved and admired a lot died.  I felt empty, lonely, helpless, without support, not knowing what to do."
4850,joy,When my boyfriend came back after being away for 10 days.
4851,neutral, I see . 
4852,sadness,"I was very sad  when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine."
4853,joy,The day I got married was the happiest day of my life.  Both of us felt that we were right for each other in every way and we had no doubts about our compatibility right from the day we got engaged.
4854,neutral, What for ? 
4855,anger,I am a teacher in arts and crafts (boys from 15-16 years). for them it is obligatory and they dislike it. They tease me. When one of them cut up some material I flared up.
4856,joy,"When they phoned me from Great-Britain to tell me that I could go there, if I wished, in Summer."
4857,anger,"` It 's absolute nonsense , "" wails an exasperated spokesman . "
4858,anger,When I read about Reagan's tactical decision concerning the South African boycott.
4859,fear,I ate a burrito the size of my arm earlier and now i am weathering the calm before the storm 
4860,fear,"Without another word , Bert Rafferty gently picked up the frightened child and made towards the cliff . "
4861,neutral," Oh , yes ! "
4862,neutral, What kind of house is it ? 
